swarm0,swarm1,swarm2,swarm3,swarm4,swarm5,swarm6,swarm7,swarm8,swarm9,swarm10,swarm11,swarm12,swarm13,swarm14,swarm15,swarm16,swarm17,swarm18,swarm19,swarm20,swarm21,swarm22,swarm23,swarm24,swarm25,swarm26,swarm27,swarm28,swarm29,swarm30,swarm31,swarm32,swarm33,swarm34,swarm35,swarm36,swarm37,swarm38,swarm39,swarm40,swarm41,swarm42,swarm43,swarm44,swarm45,swarm46,swarm47,swarm48,swarm49,swarm50,swarm51,swarm52,swarm53,swarm54,swarm55,swarm56,swarm57,swarm58,swarm59,swarm60,swarm61,swarm62,swarm63,swarm64,swarm65,swarm66,swarm67,swarm68,swarm69,swarm70,swarm71,swarm72,swarm73,swarm74,swarm75,swarm76,swarm77,swarm78,swarm79,swarm80,swarm81,swarm82,swarm83,swarm84,swarm85,swarm86,swarm87,swarm88,swarm89,swarm90,swarm91,swarm92,swarm93,swarm94,swarm95,swarm96,swarm97,swarm98,swarm99
[-0.106294 0.078392],[-0.184506 0.144116],[0.343315 -0.252293],[0.289975 -0.171108],[0.134072 0.144619],[0.065544 0.205444],[-0.305875 0.199900],[0.158739 -0.008784],[0.251051 0.061498],[-0.089368 -0.154763],[-0.086262 -0.044666],[0.209339 0.097205],[0.100852 0.613555],[-0.094255 0.198836],[0.374900 0.297147],[0.014204 0.021118],[0.555563 -0.727329],[0.149581 0.008473],[0.606939 -0.405436],[0.156012 1.268687],[0.162011 0.435802],[-0.000078 0.020678],[-0.056290 1.342785],[0.091971 0.308435],[-0.241813 1.658893],[0.096513 -0.039035],[0.128753 0.027104],[-0.683115 0.350120],[0.236203 0.010315],[-0.054736 0.421272],[-0.256182 -0.008471],[0.047264 0.014955],[-0.213767 0.231239],[0.067201 0.774530],[0.121041 0.019955],[-0.129289 0.133630],[0.066256 -0.095134],[0.538521 0.095080],[-0.095770 0.193797],[0.077868 0.813767],[-0.411102 -0.168870],[0.152609 -0.198538],[0.394217 -0.093900],[-0.000947 0.119619],[-0.089564 0.478434],[0.136829 -0.441332],[0.232556 0.076389],[-0.641406 0.048703],[0.332618 -0.065079],[0.633956 0.405082],[0.082089 0.689886],[0.151273 -0.487222],[-0.003812 -0.401907],[-0.132585 0.622546],[1.052485 0.486505],[0.369784 0.555030],[1.960265 -0.013861],[0.091516 0.358401],[0.287054 0.117048],[-0.023110 0.018319],[-0.042123 -0.590873],[0.331567 -0.406379],[0.089280 0.307251],[-0.026307 0.322477],[0.313553 -0.118874],[0.048111 -0.036878],[0.580133 0.949922],[0.064643 -0.027239],[0.923170 -0.101942],[-0.172832 -0.033393],[0.284759 -1.426157],[0.277059 -0.059032],[-0.031352 0.074915],[0.140650 0.115759],[0.538833 1.113956],[0.031410 -0.169546],[-0.044109 0.070846],[-0.098136 1.457445],[0.088622 0.039488],[-0.349093 -0.054561],[0.686815 -0.083846],[0.160203 -0.536070],[0.005621 0.099496],[0.084681 0.080602],[0.422120 -0.010659],[0.520342 -0.485997],[0.310516 0.003422],[0.091117 0.495809],[-0.130830 -0.379477],[0.243968 -0.164721],[-0.068084 0.032093],[0.346574 0.129883],[0.118527 2.261404],[0.004160 0.031867],[-0.301056 0.054380],[0.189099 0.828675],[0.140636 0.069222],[0.518772 0.022378],[-0.016809 0.290756],[0.827565 0.164817]
[0.158124 -0.012007],[-0.411540 -0.197637],[0.080351 -0.181482],[-0.117947 0.145015],[-0.002818 0.200150],[0.007925 0.574452],[0.107816 0.227234],[0.187128 -0.056760],[0.216019 0.249338],[0.056947 0.163023],[-0.254504 0.188215],[-0.107966 -0.047076],[-0.004095 0.156457],[-0.001990 0.200795],[-0.135571 0.086457],[0.280098 0.043562],[-0.326221 0.828397],[-0.096110 0.069234],[0.065704 0.230643],[0.040654 1.032457],[-0.110095 0.480736],[0.033079 0.093042],[-0.117301 1.412902],[0.547208 0.533909],[-0.300109 0.606161],[0.348053 -0.058455],[0.129773 0.092573],[0.547717 0.191402],[0.202487 0.127697],[0.087394 -0.155220],[0.005927 -0.150805],[0.019712 -0.023195],[0.393301 0.243925],[-0.002652 0.366531],[0.042606 -0.088655],[-0.147225 0.010732],[-0.122650 -0.076951],[-0.362695 0.298546],[0.056198 -0.209375],[0.042228 0.473866],[0.367021 0.136033],[0.315618 0.300114],[-0.119059 -0.270637],[0.128562 0.149317],[-0.069826 0.082881],[0.066897 0.399348],[0.293957 -0.063942],[-0.145490 0.122843],[0.482433 -0.125010],[0.029637 0.327893],[-0.089658 1.334789],[-0.071502 -0.015740],[0.070963 -0.663638],[0.202143 0.339195],[0.317109 0.657937],[0.379836 0.620990],[-1.125705 0.054445],[0.188965 0.464351],[-0.136049 -0.084640],[0.119086 -0.076138],[0.040889 -0.539747],[0.174553 -0.078139],[0.072038 0.228800],[0.148358 -0.060000],[-0.150397 -0.084216],[0.035357 0.012756],[-0.295666 -0.503454],[0.173150 0.009401],[-0.297019 -0.072437],[0.211495 -0.047159],[-0.025095 -1.223323],[-0.018732 -0.143439],[-0.059784 -0.139405],[0.029275 -0.242242],[0.044470 -0.758889],[-0.072068 -0.320319],[-0.111755 0.004598],[0.081065 1.909297],[0.028208 0.029616],[-0.142772 -0.035526],[0.476320 0.059849],[0.166822 -0.656857],[0.105171 -0.051529],[0.081298 0.079485],[0.272085 0.083738],[0.802323 -0.543167],[-0.054017 -0.028624],[0.107693 0.302784],[0.037404 -0.017114],[0.013207 -0.071458],[0.198722 0.003269],[0.137827 0.146999],[0.067156 1.529925],[0.258243 -0.055009],[-0.158156 0.014826],[0.045386 1.097557],[0.112571 -0.065997],[0.487448 0.074152],[-0.029959 0.364532],[1.960735 -0.071780]
[0.129531 -0.056186],[-0.049347 -0.034608],[-0.104809 -0.101166],[-0.205547 0.263651],[-0.048470 0.039737],[-0.019868 -0.213537],[0.202946 0.240508],[-0.071630 -0.022860],[0.009986 0.034961],[0.106740 0.285714],[0.029935 0.176308],[-0.039147 -0.096947],[-0.043093 -0.376302],[0.050488 -0.086601],[-0.390103 -0.062038],[-0.005164 -0.001088],[-0.348334 0.662544],[-0.146072 0.054583],[-0.224247 0.387545],[-0.056221 -0.308572],[-0.071132 0.468224],[0.034768 -0.028069],[-0.060052 0.890074],[0.092960 0.169035],[0.087635 -0.762694],[0.406127 -0.017391],[-0.006087 0.013121],[0.940746 -0.004203],[0.171265 0.039082],[0.033288 -0.259447],[0.143019 0.059245],[0.002055 -0.015332],[0.412276 0.090674],[-0.006410 -0.206450],[-0.043596 -0.097957],[0.024236 -0.062150],[-0.194859 -0.062633],[-0.060303 0.316253],[0.131754 -0.061456],[0.023095 -0.361610],[0.507044 0.233958],[0.285489 0.015175],[-0.373373 -0.193916],[0.120796 -0.011764],[0.062503 -0.129453],[0.012089 0.105009],[0.126047 -0.125763],[0.370496 0.015988],[0.146334 -0.015812],[-0.285160 -0.117888],[0.006323 1.124056],[-0.124806 0.230320],[0.033266 -0.301003],[0.090528 -0.017258],[-0.363114 -0.215906],[0.152226 0.617853],[-1.934445 0.055811],[0.135059 0.405101],[-0.159864 -0.133112],[0.018564 -0.004497],[0.041250 0.380750],[-0.023201 0.162093],[-0.042845 -0.018914],[0.142319 -0.153116],[-0.136732 0.049080],[0.014356 0.002964],[-0.315308 -0.706470],[-0.019174 -0.000187],[-0.714859 0.065143],[0.352696 -0.040536],[-0.142986 -0.777540],[-0.138908 -0.100764],[0.027157 -0.192689],[-0.048259 -0.403774],[-0.255345 -0.657698],[-0.024417 0.177267],[-0.061196 -0.048764],[0.114361 1.060644],[-0.017599 -0.039750],[0.213529 0.007535],[-0.486980 0.114358],[-0.084305 -0.551552],[0.035233 -0.116763],[0.021271 0.073078],[0.149901 -0.023889],[0.846218 -0.396149],[-0.132186 -0.005950],[-0.020235 -0.142328],[0.091773 0.166749],[-0.097928 0.086269],[0.102049 -0.012092],[-0.190991 -0.033283],[0.028291 0.811244],[0.111850 -0.061600],[0.108082 -0.048599],[-0.064093 1.075924],[-0.037978 -0.039610],[-0.345056 -0.012862],[0.020319 -0.318080],[1.502884 -0.094150]
[-0.054365 -0.002380],[0.183690 0.106195],[-0.061698 -0.023734],[0.085971 0.124067],[-0.049410 -0.076463],[-0.008195 -0.519574],[0.193132 -0.217357],[-0.193500 0.030100],[-0.107842 -0.115622],[0.017781 0.246176],[0.139993 -0.003517],[0.051213 -0.078776],[0.003069 0.061011],[-0.023922 -0.078400],[-0.278235 -0.015278],[-0.147795 -0.023414],[-0.218519 0.210425],[0.011163 0.011747],[-0.330820 0.264791],[-0.090566 -0.910056],[0.052736 -0.229270],[0.019085 -0.083228],[-0.013074 0.280506],[-0.209716 -0.084013],[0.167370 -0.136281],[0.307649 0.012642],[-0.073116 -0.050343],[-0.305471 -0.096428],[0.012190 -0.058988],[-0.003533 0.142066],[-0.054054 0.046150],[-0.013806 0.000998],[-0.124666 -0.156652],[-0.007180 -0.272725],[-0.071734 -0.032066],[0.063303 -0.051702],[-0.224302 0.041174],[0.184305 -0.079411],[0.138292 0.099344],[0.010234 -0.319914],[0.472640 -0.030403],[0.214740 -0.133747],[0.215400 -0.016401],[-0.024872 -0.085464],[0.071724 -0.121886],[-0.046554 -0.220567],[0.040222 -0.088140],[0.415522 -0.071557],[-0.126759 0.068007],[-0.389081 -0.240073],[0.050295 -0.669915],[0.000337 -0.093985],[-0.043700 0.282664],[-0.092873 -0.193403],[-0.114535 -0.401376],[-0.098796 -0.364441],[1.299491 0.027905],[-0.160166 -0.190676],[-0.164930 -0.130155],[-0.064182 0.031381],[0.018870 0.168398],[-0.109206 -0.001341],[-0.073764 -0.136043],[0.136924 0.076199],[0.120110 0.048526],[-0.031568 -0.002683],[-0.062270 -0.459073],[-0.111316 -0.006395],[0.034109 0.098089],[0.269530 0.024156],[-0.067936 0.597354],[-0.086349 -0.047594],[0.059049 -0.075623],[-0.058355 0.247016],[-0.278145 0.335303],[0.033647 0.228791],[0.008405 -0.038241],[0.040791 -0.018108],[-0.038239 -0.013320],[0.134571 0.012142],[-0.276236 0.119855],[-0.171941 0.557552],[-0.064350 0.023164],[-0.036818 0.061065],[-0.199646 -0.039669],[-0.198205 0.070524],[-0.157577 0.014679],[-0.056242 -0.262805],[0.117140 0.210867],[0.015990 0.127620],[0.001492 -0.005820],[-0.344595 -0.068114],[-0.055838 -0.066117],[0.010993 0.006506],[0.103076 -0.021508],[-0.113765 -1.008559],[-0.051705 -0.020094],[-0.348377 -0.050425],[0.031954 -0.652694],[0.651741 0.010314]
[-0.090496 0.026449],[0.244535 0.089370],[-0.031557 0.037803],[0.082593 -0.176612],[-0.042858 -0.106432],[0.000919 -0.024667],[-0.120582 -0.231967],[-0.090112 0.015332],[-0.132215 -0.093302],[-0.056604 -0.001106],[-0.013094 -0.093092],[0.032037 -0.023771],[0.016238 0.270888],[-0.057093 0.006232],[0.323661 0.020325],[-0.073160 0.001886],[-0.077135 -0.180307],[0.082734 -0.018086],[-0.321940 -0.063746],[-0.060964 0.070384],[0.069382 -0.269401],[-0.003117 0.032590],[0.011672 -0.102472],[-0.221840 -0.133007],[0.187800 0.401320],[-0.320810 0.007206],[-0.023562 -0.014869],[-0.747517 -0.139761],[-0.071378 -0.056683],[-0.025061 0.152622],[-0.138737 -0.006948],[-0.004565 0.006874],[-0.182562 -0.045321],[-0.005367 0.101314],[-0.035962 0.011140],[0.019859 0.045850],[-0.097971 0.058092],[0.249865 -0.161109],[0.129731 0.090361],[-0.015921 -0.160755],[0.334414 -0.160501],[0.142449 -0.017981],[0.346854 0.073320],[-0.082774 -0.013315],[-0.043313 -0.038718],[-0.031150 -0.035271],[-0.032625 0.035541],[-0.058663 -0.016502],[-0.021039 0.076238],[0.243294 -0.215680],[0.063179 -0.987804],[0.051963 -0.177629],[-0.051402 0.507099],[-0.102423 -0.138533],[0.133461 -0.281360],[-0.098992 -0.309138],[0.353500 -0.022739],[-0.305305 -0.163771],[-0.074765 -0.032301],[-0.061191 -0.015344],[-0.015323 -0.275774],[0.015071 -0.082624],[-0.014993 -0.009110],[-0.014347 0.042662],[0.053147 0.016266],[-0.044920 -0.004099],[0.127578 0.493060],[-0.110044 -0.008047],[0.345398 0.043972],[0.000295 0.006105],[-0.003564 0.624100],[-0.000244 -0.005496],[0.059101 -0.012288],[0.030110 0.438418],[-0.135911 0.279033],[0.051784 -0.152992],[0.036424 -0.011240],[-0.010134 -0.537866],[-0.036321 0.002651],[0.013386 0.002544],[0.343118 0.070290],[-0.006250 0.972376],[-0.005326 0.075185],[-0.015766 -0.055997],[-0.307322 -0.031313],[-0.642550 0.277052],[0.068836 0.004426],[-0.072944 -0.106486],[-0.023778 0.198281],[0.072878 0.048815],[-0.052772 0.004458],[-0.060282 0.022899],[-0.038069 -0.438206],[-0.055830 0.033951],[-0.088570 0.006321],[0.028983 -0.624806],[-0.022245 0.004659],[-0.326970 -0.031486],[-0.029175 -0.178294],[-0.868398 0.042246]
[-0.034220 -0.012535],[0.079680 0.079423],[0.012908 0.004750],[-0.050196 -0.305655],[0.013191 -0.101615],[0.002306 0.268524],[-0.092170 -0.056923],[-0.032793 -0.016544],[0.047007 0.046814],[-0.042521 -0.124732],[-0.082991 -0.028015],[0.017637 0.032302],[0.011666 -0.130675],[-0.066543 0.041651],[0.191847 0.013946],[0.061789 0.011738],[0.064619 -0.314869],[-0.035320 -0.028471],[0.264168 -0.122548],[-0.033869 0.514623],[0.013600 -0.126314],[-0.017997 0.037067],[0.008600 -0.281930],[0.190681 -0.118790],[0.117022 0.025585],[-0.612595 0.001495],[0.026621 0.006651],[0.220246 -0.060075],[-0.045435 0.017131],[-0.025158 0.030590],[-0.100593 -0.021870],[-0.000222 -0.005705],[-0.083922 0.059805],[-0.004313 0.286152],[0.010624 0.020108],[-0.005975 0.068869],[-0.021153 -0.039782],[0.243307 -0.181570],[0.020731 -0.074111],[-0.015790 0.040459],[-0.144572 -0.159257],[-0.043362 0.071358],[0.288459 -0.007654],[-0.078209 0.031861],[-0.072202 0.038854],[-0.007588 0.066031],[-0.029441 0.067810],[-0.238385 0.011533],[0.036467 -0.050110],[0.287221 0.214143],[0.029177 0.703039],[-0.010143 0.101858],[-0.011638 -0.173179],[-0.099202 -0.026591],[0.222521 0.266625],[0.000278 0.068796],[-0.672031 -0.029812],[-0.025903 0.056026],[-0.018867 0.045793],[0.008683 -0.020164],[-0.020625 -0.251959],[0.075681 -0.066661],[0.018686 0.058555],[-0.081558 -0.053952],[0.009141 -0.026533],[-0.042086 -0.003964],[0.146828 0.416834],[-0.048397 -0.008650],[-0.038811 0.000552],[-0.141508 -0.011628],[0.028474 -0.256033],[0.040722 0.023724],[0.044275 0.031652],[0.011583 0.423858],[0.134432 0.200174],[0.006344 -0.183712],[-0.013206 0.005951],[-0.034293 0.055422],[0.018467 0.008612],[-0.067610 -0.004444],[0.412954 -0.071771],[0.078055 0.898303],[0.024440 -0.000793],[-0.000976 -0.080439],[-0.021760 -0.005292],[0.218813 0.109832],[0.077885 -0.002887],[-0.061328 -0.027495],[-0.081400 -0.149526],[0.081768 -0.015078],[0.006825 0.008449],[0.180990 0.049748],[0.014007 0.116614],[-0.074725 -0.017812],[-0.087282 0.010604],[0.097418 0.002052],[0.014513 0.016449],[-0.264501 -0.004901],[-0.044954 0.107090],[-0.121405 -0.009198]
[0.013493 -0.009553],[-0.089965 -0.076796],[0.015951 -0.015858],[-0.036549 -0.289744],[0.004857 0.046904],[-0.009348 0.260314],[0.003112 0.032766],[0.029377 -0.003198],[0.102969 0.051220],[0.018685 0.049738],[-0.086398 0.027859],[-0.021427 0.007642],[0.002459 -0.238070],[0.021812 -0.008858],[-0.241638 -0.013890],[0.107778 0.012833],[0.013768 0.059699],[-0.053109 0.015573],[0.382534 -0.074596],[0.032934 0.234489],[-0.039405 -0.000640],[-0.009615 0.000247],[-0.008541 0.026974],[0.308399 0.017450],[-0.143384 -0.212560],[-0.549649 -0.002248],[-0.007101 0.002348],[0.512406 0.023038],[-0.031356 0.028115],[0.002807 -0.090860],[0.101833 -0.008650],[-0.005695 -0.009837],[0.092246 0.104146],[-0.004485 0.298765],[0.012236 0.003562],[-0.018296 0.020034],[0.017675 -0.054055],[-0.181657 0.121164],[-0.051916 -0.086724],[-0.000533 0.113141],[-0.310428 -0.029406],[-0.063554 0.105403],[-0.165464 -0.043585],[0.014222 0.002221],[-0.028515 0.056472],[0.008686 -0.008391],[0.016672 0.014796],[-0.300851 0.019952],[-0.007021 -0.112391],[-0.176022 0.266390],[-0.000557 1.055224],[-0.037816 0.074656],[0.011065 -0.200429],[0.018431 0.072731],[0.131787 0.178563],[0.040035 0.138420],[-0.114150 0.007754],[0.122966 0.143530],[0.026721 -0.005816],[0.043464 -0.000859],[-0.018506 -0.117388],[-0.010805 0.042714],[0.032502 0.035420],[-0.051819 -0.009243],[-0.033723 -0.003974],[0.003019 -0.003895],[0.135012 0.062795],[0.033687 0.000707],[-0.185057 -0.022204],[-0.030736 0.000020],[0.009415 -0.666186],[0.044641 -0.001473],[0.025418 0.034251],[-0.023199 0.183061],[0.141468 -0.162082],[-0.034507 0.105291],[-0.032096 0.001981],[-0.003694 0.295283],[0.038839 0.004307],[-0.058961 -0.006256],[0.000664 -0.087520],[0.008890 -0.696471],[0.011696 -0.039336],[0.002765 -0.016826],[0.151525 0.010221],[0.342846 -0.022631],[-0.029225 -0.003134],[-0.002104 0.021564],[-0.105387 -0.132937],[-0.086296 -0.038786],[0.028187 0.006964],[0.028616 0.025471],[0.036734 0.173433],[-0.002239 -0.031096],[-0.028292 -0.000922],[-0.038353 0.311731],[0.024659 -0.006214],[0.116290 0.009173],[-0.004923 0.102847],[0.467279 -0.024304]
[0.021796 0.000128],[-0.083446 -0.064862],[-0.007531 -0.021747],[-0.021436 0.059355],[-0.001173 0.060368],[0.000174 0.131229],[0.050744 0.034918],[0.031573 0.003077],[0.091233 -0.050799],[0.021045 0.130153],[0.040781 0.026562],[0.004456 -0.009080],[-0.001973 0.065256],[0.039611 -0.026671],[-0.313743 -0.021202],[0.033869 0.010676],[-0.021654 0.245266],[-0.000865 0.004946],[-0.195342 0.079203],[0.059894 -0.040696],[-0.042855 0.057181],[0.011528 -0.020536],[-0.000663 0.123623],[0.307169 0.047526],[-0.088080 -0.016292],[0.517755 -0.005022],[-0.012239 -0.005616],[0.205355 0.014446],[0.011026 -0.024849],[0.016869 -0.020069],[0.098762 0.005197],[-0.007300 -0.004138],[0.147081 0.091077],[0.008432 -0.140437],[0.007147 -0.016107],[-0.005413 -0.028841],[0.027953 -0.053977],[-0.312557 0.062254],[-0.036902 0.018706],[0.013898 0.034480],[-0.236691 0.062628],[-0.061780 0.045670],[-0.105530 0.001770],[0.040517 -0.018994],[0.011230 -0.048371],[0.006500 -0.038294],[0.032690 -0.032697],[0.032819 0.022476],[-0.009265 -0.025486],[-0.373412 -0.152075],[-0.009302 -0.244949],[0.011478 -0.011109],[0.020426 -0.092527],[0.062717 -0.002135],[-0.118522 -0.097315],[0.056629 0.152598],[0.311698 0.004649],[0.135432 0.038746],[0.047969 -0.028752],[-0.005024 0.006971],[0.006096 0.053807],[-0.035212 0.087160],[0.013595 0.010477],[0.058469 0.022553],[-0.045177 0.007327],[0.025572 -0.003861],[-0.109716 -0.189983],[0.066863 -0.001697],[0.102626 -0.017345],[0.085165 0.005058],[-0.002404 -0.384219],[0.040883 -0.017939],[0.015803 -0.023229],[0.002960 -0.193230],[-0.124256 -0.294889],[-0.033161 0.157292],[-0.032672 -0.001157],[0.023866 0.019315],[0.036139 -0.012505],[-0.018528 -0.003456],[-0.204110 0.046902],[-0.036006 -0.128459],[0.000950 -0.037325],[0.004830 0.020877],[-0.012523 -0.000105],[-0.250351 -0.057338],[-0.019910 -0.003739],[0.030721 0.043269],[0.004214 0.016722],[-0.017596 0.002383],[0.029764 -0.007758],[-0.072816 -0.037012],[0.027179 0.187091],[0.040797 -0.000168],[0.032637 -0.006884],[-0.026745 0.333827],[-0.003095 -0.013109],[0.282868 0.006908],[0.015426 -0.014998],[0.465571 -0.001046]
[0.001865 0.000157],[-0.003527 -0.050782],[-0.010683 -0.001067],[-0.002000 0.171997],[0.000864 0.015446],[0.005816 -0.047599],[0.004938 0.026151],[-0.018189 0.001194],[0.048546 -0.026421],[0.001292 0.087535],[0.077996 0.005859],[0.016063 -0.007797],[0.004159 0.156414],[0.032095 -0.011523],[0.114399 -0.005097],[-0.055202 -0.009114],[-0.028612 0.248290],[0.030197 -0.002397],[-0.388689 0.042049],[0.001768 -0.125539],[-0.015349 -0.014772],[0.008642 0.001625],[0.008965 -0.039930],[0.125598 0.055340],[0.018195 0.089095],[0.814250 -0.005111],[0.003736 -0.008465],[-0.053399 -0.004587],[0.029214 -0.032330],[0.018941 0.036244],[0.062975 -0.003764],[-0.007194 -0.001233],[-0.097822 0.003695],[0.004804 -0.259437],[0.004352 -0.007416],[0.008742 -0.026180],[0.001916 0.025175],[-0.176241 0.015074],[0.023925 0.070056],[0.014380 -0.036507],[0.069068 0.048251],[-0.028956 -0.065937],[0.006656 0.021945],[0.002428 -0.016811],[0.020076 -0.030230],[-0.000284 -0.000541],[0.016646 -0.012877],[0.148109 -0.025831],[0.008503 0.052051],[-0.096763 -0.360248],[-0.006769 -0.721128],[0.022154 -0.051979],[-0.001851 0.037606],[0.058979 -0.039937],[-0.220333 -0.168171],[-0.006822 -0.102126],[-0.030535 -0.012451],[0.072996 -0.072480],[0.028516 -0.010343],[-0.018505 0.003775],[0.013495 0.078704],[0.009923 0.105205],[-0.010108 -0.003462],[0.088774 0.011557],[-0.031996 0.010511],[0.007442 -0.003874],[-0.007319 -0.143893],[0.000321 -0.006257],[0.216217 -0.004226],[0.040373 -0.004856],[0.001305 0.082913],[-0.008889 -0.002410],[-0.008584 -0.038775],[0.016119 -0.031032],[-0.039715 0.107851],[0.027030 0.164339],[0.038222 -0.007005],[0.020034 -0.125680],[0.013875 -0.016251],[0.010314 -0.002469],[-0.100682 0.043544],[-0.044940 0.261611],[-0.001264 -0.007698],[0.004822 0.028798],[-0.071699 -0.012778],[-0.127995 -0.048130],[0.005133 -0.004200],[0.044941 -0.039059],[0.057616 0.074828],[0.025781 0.012203],[-0.011153 -0.012940],[-0.057453 -0.067741],[-0.019692 0.072679],[0.029095 0.012889],[0.013134 -0.006030],[-0.006345 0.149194],[-0.010090 -0.012547],[-0.087255 -0.004948],[0.012345 -0.069856],[0.392009 0.006802]
[-0.008629 -0.000597],[0.036692 0.024168],[0.002356 0.009615],[0.010569 0.113768],[0.001793 -0.038781],[0.004808 -0.094079],[-0.024851 -0.005135],[-0.014170 -0.000299],[-0.043482 -0.000308],[-0.009887 -0.055120],[-0.039948 -0.014807],[-0.010522 0.006052],[0.006092 -0.108657],[-0.003195 -0.002205],[0.213759 0.006464],[-0.013747 -0.008017],[0.014283 -0.062195],[0.041088 -0.002897],[0.125303 -0.022749],[-0.030748 -0.026940],[0.013228 -0.025909],[0.006050 0.010506],[0.006282 -0.110548],[-0.020923 0.054253],[0.064180 0.136717],[0.353288 0.001683],[0.011291 -0.003701],[-0.106741 -0.006077],[-0.012799 -0.035394],[0.000669 0.010004],[-0.009346 -0.004089],[0.004749 0.001077],[-0.043739 -0.044842],[-0.006319 -0.194293],[-0.002451 0.007020],[0.005674 -0.021437],[-0.013207 0.060919],[0.190655 -0.020890],[0.025237 0.057154],[0.011684 -0.066662],[0.115662 -0.011774],[0.006479 -0.112282],[0.051064 0.031661],[-0.018636 0.000006],[0.016468 -0.011810],[-0.003675 0.018335],[-0.013821 0.012343],[-0.017001 -0.007584],[0.002010 0.061566],[0.056837 -0.147149],[0.005454 0.302470],[-0.015300 -0.030427],[-0.011751 0.034673],[-0.001941 -0.031353],[-0.154641 -0.138164],[-0.028438 -0.073731],[-0.194397 -0.010245],[0.014388 0.010154],[-0.030033 0.008202],[0.004052 -0.004133],[-0.009067 -0.059244],[0.013554 -0.019400],[-0.010432 -0.006427],[-0.052985 -0.006019],[-0.011197 0.002609],[-0.006577 0.001816],[0.057457 0.084631],[-0.033449 -0.002596],[0.246555 0.004517],[-0.031969 -0.005049],[0.000579 0.288966],[-0.029757 0.007251],[-0.014716 0.009901],[0.017401 0.102881],[0.062559 0.092765],[0.039484 -0.013049],[0.027826 -0.009473],[0.005887 -0.074294],[-0.024361 -0.014642],[0.005931 -0.000607],[0.007955 -0.025358],[-0.014469 0.357045],[-0.000743 0.015615],[0.000226 -0.005980],[-0.085145 -0.011710],[0.071793 0.007952],[0.007695 -0.001838],[-0.008298 -0.041648],[0.040978 0.034848],[0.040593 -0.003790],[-0.024379 -0.012444],[0.024888 -0.035289],[-0.008506 -0.125067],[-0.021043 0.003573],[-0.008076 0.003597],[0.015404 -0.048772],[-0.003365 0.010843],[-0.107840 -0.008649],[-0.002192 0.003519],[0.246145 -0.003681]
[0.000598 -0.000966],[0.056307 0.061093],[0.005438 0.006772],[0.007449 -0.133832],[-0.001506 -0.013995],[-0.005114 -0.067884],[-0.023955 -0.017484],[0.008987 -0.001305],[-0.019840 0.012391],[-0.005282 -0.041319],[-0.079573 0.001697],[-0.014072 0.008381],[0.001437 -0.115305],[-0.015883 0.005501],[-0.088457 0.003127],[0.017965 -0.000865],[0.011342 -0.182261],[0.005155 0.000501],[0.186154 -0.021218],[-0.026980 0.025966],[0.025015 -0.028648],[-0.003484 0.007695],[-0.000428 -0.072438],[-0.061113 -0.006316],[0.050180 -0.023098],[-0.483946 0.002675],[0.011090 0.004522],[-0.038171 0.001196],[-0.019468 -0.031347],[-0.010066 -0.011649],[-0.031310 0.000910],[0.004911 0.001269],[0.059874 0.015027],[-0.011497 -0.046540],[-0.004178 0.012673],[-0.006429 0.019615],[-0.000665 0.052994],[0.030629 -0.038813],[-0.020424 -0.060993],[0.000068 -0.016838],[-0.071885 -0.027454],[0.016829 -0.117508],[-0.017927 0.020798],[0.000674 0.007648],[0.008961 0.019310],[-0.000332 0.025893],[-0.019984 0.018811],[-0.081839 0.011964],[-0.002831 0.023494],[0.053656 0.149859],[0.004242 0.522437],[-0.031447 -0.001579],[-0.004563 0.002228],[-0.029104 0.011604],[0.185279 0.029681],[0.005895 -0.033960],[0.000546 0.006959],[-0.040569 0.048758],[-0.036222 0.011548],[0.015146 -0.006717],[-0.010815 -0.123199],[0.012706 -0.051151],[0.001945 -0.000027],[-0.024881 -0.014766],[0.003392 -0.007064],[-0.008583 0.003429],[0.008781 0.113552],[-0.039061 -0.000715],[-0.014342 0.004402],[-0.031908 0.001425],[-0.000111 0.144779],[0.008161 0.002633],[-0.009780 0.031919],[-0.001085 0.067297],[0.025864 0.058103],[0.030789 -0.095505],[-0.023712 0.006129],[-0.005215 0.090916],[-0.009915 -0.010555],[-0.001880 0.000337],[0.059296 -0.037548],[0.013670 -0.139183],[0.000302 -0.004731],[-0.002895 -0.013774],[-0.086840 -0.009927],[0.110614 0.025907],[-0.005200 0.000346],[-0.029893 -0.021909],[0.030500 -0.023188],[-0.010863 -0.010218],[-0.016640 -0.009183],[0.024446 0.036247],[0.007560 -0.080953],[-0.035400 -0.004555],[-0.011489 0.000140],[0.004332 -0.089134],[0.005991 0.011827],[-0.012679 0.001601],[-0.007421 0.033113],[0.039571 -0.004793]
